[INFO ] [2023-04-18 22:29:51,308] Login - Step 01: Open Login Link At Home Page
[INFO ] [2023-04-18 22:42:09,033] Login - Step 02: Input to Email textbox with value: automationkfc44370@testting.com
[INFO ] [2023-04-18 22:42:09,237] Login - Step 03: Input to Email textbox with value: 123456?Aa
[INFO ] [2023-04-18 22:42:09,424] Login - Step 04: Click to Login button at Login page
[INFO ] [2023-04-18 22:42:10,211] Login - Step 05: Verify My Account link displayed
[INFO ] [2023-04-18 22:42:10,286]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-18 22:42:12,315] OS name = windows 10
[INFO ] [2023-04-18 22:42:12,315] Driver instance name = windows 10
[INFO ] [2023-04-19 22:06:16,519] Register - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-19 22:06:17,663] Register - Step 06: Click to Register button at Register page
[INFO ] [2023-04-19 22:06:17,808] Register - Step 06: Verify error message displayed
[INFO ] [2023-04-19 22:06:17,883]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:06:17,962]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:06:18,042]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:06:18,122]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:06:18,127] Register - Step 02: Input to FirstName with value
[INFO ] [2023-04-19 22:06:18,444] Register - Step 03: Input to LastName with value
[INFO ] [2023-04-19 22:06:18,642] Register - Step 04: Input to Email Textbox with value: automationkfc46359@testting.com
[INFO ] [2023-04-19 22:06:18,872] Register - Step 05: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-19 22:06:19,252] Register - Step 06: Click to Register button at Register page
[INFO ] [2023-04-19 22:06:20,037] Register - Step 07: Verify Success message displayed
[INFO ] [2023-04-19 22:06:20,125]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:06:20,126] Register - Step 09: Click to Continue button at Register page and navigate to Home page
[INFO ] [2023-04-19 22:06:20,621] Register - Step 10: Close the browser
[INFO ] [2023-04-19 22:24:04,769] Register - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-19 22:24:05,900] Register - Step 02: Click to Register button at Register page
[INFO ] [2023-04-19 22:24:06,045] Register - Step 03: Verify error message displayed
[INFO ] [2023-04-19 22:24:06,118]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:24:06,196]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:24:06,274]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:24:06,352]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:24:06,430]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:24:06,434] Register - Step 02: Input to FirstName with value
[INFO ] [2023-04-19 22:24:06,750] Register - Step 03: Input to LastName with value
[INFO ] [2023-04-19 22:24:06,950] Register - Step 04: Input to Email Textbox with value: automationkfc75354@testting.com
[INFO ] [2023-04-19 22:24:07,186] Register - Step 05: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-19 22:24:07,568] Register - Step 06: Click to Register button at Register page
[INFO ] [2023-04-19 22:24:08,359] Register - Step 07: Verify Success message displayed
[INFO ] [2023-04-19 22:24:08,437]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:24:08,437] Register - Step 09: Click to Continue button at Register page and navigate to Home page
[INFO ] [2023-04-19 22:24:08,933] Register - Step 10: Close the browser
[INFO ] [2023-04-19 22:24:09,564] Register - Step 01: Input to FirstName with value
[INFO ] [2023-04-19 22:27:27,393] Register - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-19 22:27:28,500] Register - Step 02: Click to Register button at Register page
[INFO ] [2023-04-19 22:27:28,644] Register - Step 03: Verify error message displayed
[INFO ] [2023-04-19 22:27:28,720]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:27:28,796]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:27:28,874]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:27:28,952]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:27:29,047]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:27:29,051] Register - Step 01: Input to FirstName with value
[INFO ] [2023-04-19 22:27:29,367] Register - Step 02: Input to LastName with value
[INFO ] [2023-04-19 22:27:29,566] Register - Step 03: Input to Email Textbox with value: testing@123
[INFO ] [2023-04-19 22:27:29,758] Register - Step 04: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-19 22:27:30,135] Register - Step 05: Verify 'Wrong email' error message displayed
[INFO ] [2023-04-19 22:27:30,136]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-04-19 22:27:30,139] Register - Step 02: Input to FirstName with value
[INFO ] [2023-04-19 22:27:30,280] Register - Step 03: Input to LastName with value
[INFO ] [2023-04-19 22:27:30,433] Register - Step 04: Input to Email Textbox with value: automationkfc15321@testting.com
[INFO ] [2023-04-19 22:27:30,604] Register - Step 05: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-19 22:27:30,899] Register - Step 06: Click to Register button at Register page
[INFO ] [2023-04-19 22:27:31,660] Register - Step 07: Verify Success message displayed
[INFO ] [2023-04-19 22:27:31,748]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:27:31,748] Register - Step 09: Click to Continue button at Register page and navigate to Home page
[INFO ] [2023-04-19 22:27:32,254] Register - Step 10: Close the browser
[INFO ] [2023-04-19 22:35:03,164] Register - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-19 22:35:04,299] Register - Step 02: Click to Register button at Register page
[INFO ] [2023-04-19 22:35:04,452] Register - Step 03: Verify error message displayed
[INFO ] [2023-04-19 22:35:04,526]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:35:04,605]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:35:04,686]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:35:04,766]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:35:04,843]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:35:04,848] Register - Step 01: Input to FirstName with value
[INFO ] [2023-04-19 22:35:05,165] Register - Step 02: Input to LastName with value
[INFO ] [2023-04-19 22:35:05,362] Register - Step 03: Input to Email Textbox with value: testing@123
[INFO ] [2023-04-19 22:35:05,552] Register - Step 04: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-19 22:35:05,924] Register - Step 05: Verify 'Wrong email' error message displayed
[INFO ] [2023-04-19 22:35:36,399] Register - Step 02: Input to FirstName with value
[INFO ] [2023-04-19 22:36:16,503] Register - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-19 22:36:17,632] Register - Step 02: Click to Register button at Register page
[INFO ] [2023-04-19 22:36:17,786] Register - Step 03: Verify error message displayed
[INFO ] [2023-04-19 22:36:17,860]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:36:17,938]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:36:18,017]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:36:18,095]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:36:18,174]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:36:18,179] Register - Step 01: Input to FirstName with value
[INFO ] [2023-04-19 22:36:18,511] Register - Step 02: Input to LastName with value
[INFO ] [2023-04-19 22:36:18,712] Register - Step 03: Input to Email Textbox with value: testing@123
[INFO ] [2023-04-19 22:36:18,900] Register - Step 04: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-19 22:36:19,292] Register - Step 05: Click to Register button at Register page
[INFO ] [2023-04-19 22:36:19,745] Register - Step 06: Verify 'Wrong email' error message displayed
[INFO ] [2023-04-19 22:36:19,824]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:36:19,826] Register - Step 02: Input to FirstName with value
[INFO ] [2023-04-19 22:36:19,991] Register - Step 03: Input to LastName with value
[INFO ] [2023-04-19 22:36:20,167] Register - Step 04: Input to Email Textbox with value: automationkfc11112@testting.com
[INFO ] [2023-04-19 22:36:20,358] Register - Step 05: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-19 22:36:20,678] Register - Step 06: Click to Register button at Register page
[INFO ] [2023-04-19 22:36:21,502] Register - Step 07: Verify Success message displayed
[INFO ] [2023-04-19 22:36:21,582]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:36:21,582] Register - Step 09: Click to Continue button at Register page and navigate to Home page
[INFO ] [2023-04-19 22:36:22,094] Register - Step 10: Close the browser
[INFO ] [2023-04-19 22:51:17,013] Register 01 - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-19 22:51:18,166] Register 01 - Step 02: Click to Register button at Register page
[INFO ] [2023-04-19 22:51:18,310] Register 01 - Step 03: Verify error message displayed
[INFO ] [2023-04-19 22:51:18,384]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:51:18,462]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:51:18,541]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:51:18,620]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:51:18,698]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:51:18,703] Register 02 - Step 01: Input to FirstName with value
[INFO ] [2023-04-19 22:51:19,025] Register 02 - Step 02: Input to LastName with value
[INFO ] [2023-04-19 22:51:19,221] Register 02 - Step 03: Input to Email Textbox with value: testing@123
[INFO ] [2023-04-19 22:51:19,409] Register 02 - Step 04: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-19 22:51:19,782] Register 02 - Step 05: Click to Register button at Register page
[INFO ] [2023-04-19 22:51:20,244] Register 02 - Step 06: Verify 'Wrong email' error message displayed
[INFO ] [2023-04-19 22:51:20,320]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:51:20,323] Register 03 - Step 02: Input to FirstName with value
[INFO ] [2023-04-19 22:51:20,486] Register 03 - Step 03: Input to LastName with value
[INFO ] [2023-04-19 22:51:20,634] Register 03 - Step 04: Input to Email Textbox with value: automationkfc60380@testting.com
[INFO ] [2023-04-19 22:51:20,806] Register 03 - Step 05: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-19 22:51:21,120] Register 03 - Step 06: Click to Register button at Register page
[INFO ] [2023-04-19 22:51:21,999] Register 03 - Step 07: Verify Success message displayed
[INFO ] [2023-04-19 22:51:22,075]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-19 22:51:22,075] Register 03 - Step 09: Click to Continue button at Register page and navigate to Home page
[INFO ] [2023-04-19 22:51:22,587] Register 01 - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-19 22:51:23,104] OS name = windows 10
[INFO ] [2023-04-19 22:51:23,104] Driver instance name = windows 10
[INFO ] [2023-04-20 21:11:57,196] Register 01 - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-20 21:11:58,610] Register 01 - Step 02: Click to Register button at Register page
[INFO ] [2023-04-20 21:11:58,760] Register 01 - Step 03: Verify error message displayed
[INFO ] [2023-04-20 21:11:58,835]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:11:58,915]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:11:59,008]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:11:59,088]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:11:59,168]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:11:59,173] Register 02 - Step 01: Input to FirstName with value
[INFO ] [2023-04-20 21:11:59,328] Register 02 - Step 02: Input to LastName with value
[INFO ] [2023-04-20 21:11:59,517] Register 02 - Step 03: Input to Email Textbox with value: testing@123
[INFO ] [2023-04-20 21:11:59,711] Register 02 - Step 04: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-20 21:12:00,083] Register 02 - Step 05: Click to Register button at Register page
[INFO ] [2023-04-20 21:12:00,621] Register 02 - Step 06: Verify 'Wrong email' error message displayed
[INFO ] [2023-04-20 21:12:00,698]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:12:00,700] Register 03 - Step 02: Input to FirstName with value
[INFO ] [2023-04-20 21:12:00,861] Register 03 - Step 03: Input to LastName with value
[INFO ] [2023-04-20 21:12:01,026] Register 03 - Step 04: Input to Email Textbox with value: automationkfc51285@testting.com
[INFO ] [2023-04-20 21:12:01,220] Register 03 - Step 05: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-20 21:12:01,539] Register 03 - Step 06: Click to Register button at Register page
[INFO ] [2023-04-20 21:12:02,513] Register 03 - Step 07: Verify Success message displayed
[INFO ] [2023-04-20 21:12:02,587]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:12:02,587] Register 03 - Step 09: Click to Continue button at Register page and navigate to Home page
[INFO ] [2023-04-20 21:12:03,159] Register 04 - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-20 21:12:03,697] Register 03 - Step 02: Input to FirstName with value
[INFO ] [2023-04-20 21:12:03,850] Register 03 - Step 03: Input to LastName with value
[INFO ] [2023-04-20 21:12:04,026] Register 03 - Step 04: Input to Email Textbox with value: automationkfc51285@testting.com
[INFO ] [2023-04-20 21:12:04,214] Register 03 - Step 05: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-20 21:12:04,535] Register 03 - Step 06: Click to Register button at Register page
[INFO ] [2023-04-20 21:12:05,076] Register 03 - Step 07: Verify Success message displayed
[INFO ] [2023-04-20 21:12:35,717] OS name = windows 10
[INFO ] [2023-04-20 21:12:35,717] Driver instance name = windows 10
[INFO ] [2023-04-20 21:23:52,230] Register 01 - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-20 21:23:53,595] Register 01 - Step 02: Click to Register button at Register page
[INFO ] [2023-04-20 21:23:53,742] Register 01 - Step 03: Verify error message displayed
[INFO ] [2023-04-20 21:23:53,815]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:23:53,892]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:23:53,971]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:23:54,047]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:23:54,126]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:23:54,130] Register 02 - Step 01: Input to FirstName with value
[INFO ] [2023-04-20 21:23:54,294] Register 02 - Step 02: Input to LastName with value
[INFO ] [2023-04-20 21:23:54,494] Register 02 - Step 03: Input to Email Textbox with value: testing@123
[INFO ] [2023-04-20 21:23:54,688] Register 02 - Step 04: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-20 21:23:55,061] Register 02 - Step 05: Click to Register button at Register page
[INFO ] [2023-04-20 21:23:55,599] Register 02 - Step 06: Verify 'Wrong email' error message displayed
[INFO ] [2023-04-20 21:23:55,670]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:23:55,672] Register 03 - Step 02: Input to FirstName with value
[INFO ] [2023-04-20 21:23:55,834] Register 03 - Step 03: Input to LastName with value
[INFO ] [2023-04-20 21:23:56,003] Register 03 - Step 04: Input to Email Textbox with value: automationkfc86491@testing.com
[INFO ] [2023-04-20 21:23:56,173] Register 03 - Step 05: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-20 21:23:56,495] Register 03 - Step 06: Click to Register button at Register page
[INFO ] [2023-04-20 21:23:57,401] Register 03 - Step 07: Verify Success message displayed
[INFO ] [2023-04-20 21:23:57,489]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:23:57,489] Register 03 - Step 09: Click to Continue button at Register page and navigate to Home page
[INFO ] [2023-04-20 21:23:58,053] Register 04 - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-20 21:23:58,573] Register 03 - Step 02: Input to FirstName with value
[INFO ] [2023-04-20 21:23:58,732] Register 03 - Step 03: Input to LastName with value
[INFO ] [2023-04-20 21:23:58,905] Register 03 - Step 04: Input to Email Textbox with value: automationkfc86491@testing.com
[INFO ] [2023-04-20 21:23:59,084] Register 03 - Step 05: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-20 21:23:59,399] Register 03 - Step 06: Click to Register button at Register page
[INFO ] [2023-04-20 21:23:59,933] Register 03 - Step 07: Verify Success message displayed
[INFO ] [2023-04-20 21:24:00,015]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:24:00,022] OS name = windows 10
[INFO ] [2023-04-20 21:24:00,022] Driver instance name = windows 10
[INFO ] [2023-04-20 21:43:45,098] Register 01 - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-20 21:43:46,467] Register 01 - Step 02: Click to Register button at Register page
[INFO ] [2023-04-20 21:43:46,611] Register 01 - Step 03: Verify error message displayed
[INFO ] [2023-04-20 21:43:46,700]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:43:46,776]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:43:46,854]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:43:46,935]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:43:47,012]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:43:47,016] Register 02 - Step 01: Input to FirstName with value
[INFO ] [2023-04-20 21:43:47,174] Register 02 - Step 02: Input to LastName with value
[INFO ] [2023-04-20 21:43:47,358] Register 02 - Step 03: Input to Email Textbox with value: testing@123
[INFO ] [2023-04-20 21:43:47,547] Register 02 - Step 04: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-20 21:43:47,924] Register 02 - Step 05: Click to Register button at Register page
[INFO ] [2023-04-20 21:43:48,463] Register 02 - Step 06: Verify 'Wrong email' error message displayed
[INFO ] [2023-04-20 21:43:48,536]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:43:48,538] Register 03 - Step 02: Input to FirstName with value
[INFO ] [2023-04-20 21:43:48,699] Register 03 - Step 03: Input to LastName with value
[INFO ] [2023-04-20 21:43:48,846] Register 03 - Step 04: Input to Email Textbox with value: automationkfc61825@testing.com
[INFO ] [2023-04-20 21:43:49,022] Register 03 - Step 05: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-20 21:43:49,348] Register 03 - Step 06: Click to Register button at Register page
[INFO ] [2023-04-20 21:43:50,275] Register 03 - Step 07: Verify Success message displayed
[INFO ] [2023-04-20 21:43:50,349]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:43:50,349] Register 03 - Step 09: Click to Continue button at Register page and navigate to Home page
[INFO ] [2023-04-20 21:43:50,926] Register 04 - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-20 21:44:12,078] Register 04 - Step 02: Input to FirstName with value
[INFO ] [2023-04-20 21:44:12,236] Register 04 - Step 03: Input to LastName with value
[INFO ] [2023-04-20 21:44:12,405] Register 04 - Step 04: Input to Email Textbox with value: automationkfc61825@testing.com
[INFO ] [2023-04-20 21:44:12,573] Register 04 - Step 05: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-20 21:44:12,891] Register 04 - Step 06: Click to Register button at Register page
[INFO ] [2023-04-20 21:44:13,437] Register 04 - Step 07: Verify 'The specified email already exists' error message displayed
[INFO ] [2023-04-20 21:44:13,517]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:44:13,519] Register 05 - Step 01: Input to 'Password' Textbox with value: 123
[INFO ] [2023-04-20 21:44:13,667] Register 05 - Step 02: Click to Register button at Register page
[INFO ] [2023-04-20 21:44:13,782] Register 05 - Step 03: Verify 'Invalid Password Notice' displayed
[INFO ] [2023-04-20 21:44:13,852]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:44:13,855] Register 06 - Step 01: Input to 'Confirm Password' Textbox with value: '123456'
[INFO ] [2023-04-20 21:44:13,994] Register 06 - Step 02: Click to Register button at Register page
[INFO ] [2023-04-20 21:44:14,089] Register 06 - Step 03: Verify 'Password Do Not Match Notice' displayed
[INFO ] [2023-04-20 21:44:14,172]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:44:14,175] OS name = windows 10
[INFO ] [2023-04-20 21:44:14,175] Driver instance name = windows 10
[INFO ] [2023-04-20 21:46:29,696] Register 01 - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-20 21:46:31,124] Register 01 - Step 02: Click to Register button at Register page
[INFO ] [2023-04-20 21:46:31,272] Register 01 - Step 03: Verify error message displayed
[INFO ] [2023-04-20 21:46:31,348]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:46:31,425]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:46:31,503]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:46:31,584]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:46:31,663]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:46:31,667] Register 02 - Step 01: Input to FirstName with value
[INFO ] [2023-04-20 21:46:32,839] Register 02 - Step 02: Input to LastName with value
[INFO ] [2023-04-20 21:46:34,052] Register 02 - Step 03: Input to Email Textbox with value: testing@123
[INFO ] [2023-04-20 21:46:35,264] Register 02 - Step 04: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-20 21:46:37,677] Register 02 - Step 05: Click to Register button at Register page
[INFO ] [2023-04-20 21:46:38,221] Register 02 - Step 06: Verify 'Wrong email' error message displayed
[INFO ] [2023-04-20 21:46:38,297]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:46:38,300] Register 03 - Step 02: Input to FirstName with value
[INFO ] [2023-04-20 21:46:39,463] Register 03 - Step 03: Input to LastName with value
[INFO ] [2023-04-20 21:46:40,635] Register 03 - Step 04: Input to Email Textbox with value: automationkfc6305@testing.com
[INFO ] [2023-04-20 21:46:41,826] Register 03 - Step 05: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-20 21:46:44,172] Register 03 - Step 06: Click to Register button at Register page
[INFO ] [2023-04-20 21:46:45,135] Register 03 - Step 07: Verify Success message displayed
[INFO ] [2023-04-20 21:46:45,214]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:46:45,214] Register 03 - Step 09: Click to Continue button at Register page and navigate to Home page
[INFO ] [2023-04-20 21:46:45,842] Register 04 - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-20 21:46:46,363] Register 04 - Step 02: Input to FirstName with value
[INFO ] [2023-04-20 21:46:47,534] Register 04 - Step 03: Input to LastName with value
[INFO ] [2023-04-20 21:46:48,736] Register 04 - Step 04: Input to Email Textbox with value: automationkfc6305@testing.com
[INFO ] [2023-04-20 21:46:49,929] Register 04 - Step 05: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-20 21:46:52,280] Register 04 - Step 06: Click to Register button at Register page
[INFO ] [2023-04-20 21:46:52,845] Register 04 - Step 07: Verify 'The specified email already exists' error message displayed
[INFO ] [2023-04-20 21:46:52,931]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:46:52,933] Register 05 - Step 01: Input to 'Password' Textbox with value: 123
[INFO ] [2023-04-20 21:46:54,083] Register 05 - Step 02: Click to Register button at Register page
[INFO ] [2023-04-20 21:46:54,208] Register 05 - Step 03: Verify 'Invalid Password Notice' displayed
[INFO ] [2023-04-20 21:46:54,296]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:46:54,298] Register 06 - Step 01: Input to 'Confirm Password' Textbox with value: '123456'
[INFO ] [2023-04-20 21:46:55,430] Register 06 - Step 02: Click to Register button at Register page
[INFO ] [2023-04-20 21:46:55,529] Register 06 - Step 03: Verify 'Password Do Not Match Notice' displayed
[INFO ] [2023-04-20 21:46:55,597]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 21:46:55,599] OS name = windows 10
[INFO ] [2023-04-20 21:46:55,599] Driver instance name = windows 10
[INFO ] [2023-04-20 22:07:49,979] Register 01 - Step 01: Open Register Link at Home Page
[INFO ] [2023-04-20 22:07:51,323] Register 01 - Step 02: Click to Register button at Register page
[INFO ] [2023-04-20 22:07:51,469] Register 01 - Step 03: Verify error message displayed
[INFO ] [2023-04-20 22:07:51,559]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 22:07:51,637]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 22:07:51,717]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 22:07:51,797]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 22:07:51,873]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 22:07:51,877] Register 02 - Step 01: Input to FirstName with value
[INFO ] [2023-04-20 22:07:53,042] Register 02 - Step 02: Input to LastName with value
[INFO ] [2023-04-20 22:07:54,260] Register 02 - Step 03: Input to Email Textbox with value: testing@123
[INFO ] [2023-04-20 22:07:55,464] Register 02 - Step 04: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-04-20 22:07:57,889] Register 02 - Step 05: Click to Register button at Register page
[INFO ] [2023-04-20 22:07:58,423] Register 02 - Step 06: Verify 'Wrong email' error message displayed
[INFO ] [2023-04-20 22:07:58,497]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-04-20 22:07:58,499] Register 03 - Step 02: Input to FirstName with value
[INFO ] [2023-04-20 22:07:59,673] Register 03 - Step 03: Input to LastName with value
[INFO ] [2023-04-20 22:08:00,846] Register 03 - Step 04: Input to Email Textbox with value: automationkfc55951@testing.com
